	child_node	joint_count	joint_count_child	cond_prob
411	GO:0005839	336.0	97.0	0.28869047619047616
412	GO:0005840	14098.0	1324.0	0.09391403035891616
413	GO:0005844	2515.0	233.0	0.0926441351888668
414	GO:0005845	29.0	18.0	0.6206896551724138
415	GO:0005846	29.0	9.0	0.3103448275862069
416	GO:0005847	64.0	55.0	0.859375
417	GO:0005848	64.0	3.0	0.046875
418	GO:0005849	2981.0	64.0	0.02146930560214693
419	GO:0005850	7825.0	9.0	0.0011501597444089457
420	GO:0005851	7825.0	23.0	0.002939297124600639
421	GO:0005852	7825.0	60.0	0.0076677316293929714
422	GO:0005853	7825.0	4.0	0.0005111821086261981
423	GO:0005854	7825.0	7.0	0.0008945686900958467
424	GO:0005856	14098.0	5452.0	0.3867215207830898
425	GO:0005858	50.0	47.0	0.94
426	GO:0005859	32.0	26.0	0.8125
427	GO:0005861	37.0	26.0	0.7027027027027027
428	GO:0005862	37.0	7.0	0.1891891891891892
429	GO:0005863	11.0	11.0	1.0
430	GO:0005865	93.0	92.0	0.989247311827957
431	GO:0005868	113.0	52.0	0.46017699115044247
432	GO:0005869	38.0	32.0	0.8421052631578947
433	GO:0005870	0.0	0.0	
434	GO:0005871	341.0	83.0	0.2434017595307918
435	GO:0005872	83.0	2.0	0.024096385542168676
436	GO:0005873	83.0	5.0	0.060240963855421686
437	GO:0005874	673.0	657.0	0.9762258543833581
438	GO:0005875	911.0	341.0	0.3743139407244786
439	GO:0005876	303.0	252.0	0.8316831683168316
440	GO:0005879	13.0	12.0	0.9230769230769231
441	GO:0005880	198.0	14.0	0.0707070707070707
442	GO:0005881	525.0	260.0	0.49523809523809526
443	GO:0005882	141.0	138.0	0.9787234042553191
444	GO:0005883	79.0	19.0	0.24050632911392406
445	GO:0005884	244.0	220.0	0.9016393442622951
446	GO:0005885	434.0	51.0	0.1175115207373272
447	GO:0005886	15711.0	15351.0	0.9770861180064923
448	GO:0005887	2703.0	2695.0	0.997040325564188
449	GO:0005889	30.0	1.0	0.03333333333333333
450	GO:0005890	30.0	29.0	0.9666666666666667
451	GO:0005891	82.0	82.0	1.0
452	GO:0005892	190.0	94.0	0.49473684210526314
453	GO:0005893	346.0	2.0	0.005780346820809248
454	GO:0005894	346.0	0.0	0.0
455	GO:0005895	346.0	1.0	0.002890173410404624
456	GO:0005896	346.0	5.0	0.014450867052023121
457	GO:0005897	346.0	0.0	0.0
458	GO:0005898	346.0	1.0	0.002890173410404624
459	GO:0005899	17.0	4.0	0.23529411764705882
460	GO:0005900	346.0	2.0	0.005780346820809248
461	GO:0005901	188.0	145.0	0.7712765957446809
462	GO:0005902	444.0	166.0	0.3738738738738739
463	GO:0005903	296.0	218.0	0.7364864864864865
464	GO:0005905	621.0	111.0	0.178743961352657
465	GO:0005911	2406.0	2002.0	0.8320864505403158
466	GO:0005912	2002.0	329.0	0.16433566433566432
467	GO:0005914	329.0	14.0	0.0425531914893617
468	GO:0005915	70.0	31.0	0.44285714285714284
469	GO:0005916	104.0	16.0	0.15384615384615385
470	GO:0005917	34.0	22.0	0.6470588235294118
471	GO:0005918	256.0	84.0	0.328125
472	GO:0005919	84.0	6.0	0.07142857142857142
473	GO:0005920	84.0	7.0	0.08333333333333333
474	GO:0005921	2002.0	87.0	0.043456543456543456
475	GO:0005922	25.0	25.0	1.0
476	GO:0005923	256.0	171.0	0.66796875
477	GO:0005925	474.0	365.0	0.770042194092827
478	GO:0005927	474.0	80.0	0.16877637130801687
479	GO:0005929	4603.0	2758.0	0.5991744514447099
480	GO:0005930	541.0	521.0	0.9630314232902033
481	GO:0005931	113.0	0.0	0.0
482	GO:0005933	80392.0	229.0	0.0028485421434968653
483	GO:0005934	211.0	93.0	0.44075829383886256
484	GO:0005935	211.0	181.0	0.8578199052132701
485	GO:0005937	6455.0	117.0	0.01812548412083656
486	GO:0005938	7199.0	1430.0	0.19863869981941937
487	GO:0005940	76.0	47.0	0.618421052631579
488	GO:0005942	49.0	49.0	1.0
489	GO:0005943	7.0	4.0	0.5714285714285714
490	GO:0005944	7.0	3.0	0.42857142857142855
491	GO:0005945	147.0	13.0	0.08843537414965986
492	GO:0005946	851.0	6.0	0.007050528789659225
493	GO:0005947	11.0	11.0	1.0
494	GO:0005948	851.0	4.0	0.004700352526439483
495	GO:0005950	1961.0	6.0	0.0030596634370219276
496	GO:0005951	1961.0	6.0	0.0030596634370219276
497	GO:0005952	12382.0	27.0	0.0021805847197544823
498	GO:0005953	1954.0	9.0	0.004605936540429887
499	GO:0005954	12382.0	5.0	0.00040381198513971895
500	GO:0005955	110.0	16.0	0.14545454545454545
501	GO:0005956	12382.0	28.0	0.002261347116782426
502	GO:0005958	12.0	7.0	0.5833333333333334
503	GO:0005960	386.0	9.0	0.023316062176165803
504	GO:0005962	5.0	5.0	1.0
505	GO:0005963	110.0	0.0	0.0
506	GO:0005964	105.0	7.0	0.06666666666666667
507	GO:0005965	851.0	5.0	0.005875440658049354
508	GO:0005966	4038.0	0.0	0.0
509	GO:0005967	9.0	9.0	1.0
510	GO:0005968	851.0	16.0	0.01880141010575793
511	GO:0005969	851.0	1.0	0.0011750881316098707
512	GO:0005971	48.0	20.0	0.4166666666666667
513	GO:0008021	398.0	397.0	0.9974874371859297
514	GO:0008023	2981.0	138.0	0.04629319020462932
515	GO:0008024	18.0	18.0	1.0
516	GO:0008043	13.0	13.0	1.0
517	GO:0008074	3147.0	11.0	0.0034953924372418178
518	GO:0008076	152.0	139.0	0.9144736842105263
519	GO:0008087	82.0	0.0	0.0
520	GO:0008091	94.0	11.0	0.11702127659574468
521	GO:0008180	6080.0	72.0	0.011842105263157895
522	GO:0008230	11.0	6.0	0.5454545454545454
523	GO:0008231	6.0	2.0	0.3333333333333333
524	GO:0008232	6.0	2.0	0.3333333333333333
525	GO:0008247	4038.0	6.0	0.0014858841010401188
526	GO:0008250	70.0	31.0	0.44285714285714284
527	GO:0008274	19.0	18.0	0.9473684210526315
528	GO:0008275	64.0	10.0	0.15625
529	GO:0008278	315.0	40.0	0.12698412698412698
530	GO:0008282	152.0	8.0	0.05263157894736842
531	GO:0008287	117.0	113.0	0.9658119658119658
532	GO:0008290	434.0	20.0	0.04608294930875576
533	GO:0008303	359.0	19.0	0.052924791086350974
534	GO:0008305	71.0	71.0	1.0
535	GO:0008328	96.0	96.0	1.0
536	GO:0008352	79.0	5.0	0.06329113924050633
537	GO:0008385	55.0	13.0	0.23636363636363636
538	GO:0008537	125.0	2.0	0.016
539	GO:0008540	107.0	33.0	0.308411214953271
540	GO:0008541	107.0	24.0	0.22429906542056074
541	GO:0008622	63.0	14.0	0.2222222222222222
542	GO:0008623	51.0	14.0	0.27450980392156865
543	GO:0009274	884.0	28.0	0.03167420814479638
544	GO:0009275	28.0	7.0	0.25
545	GO:0009276	20.0	19.0	0.95
546	GO:0009277	884.0	299.0	0.3382352941176471
547	GO:0009279	170.0	170.0	1.0
548	GO:0009288	1872.0	9.0	0.004807692307692308
549	GO:0009289	6556.0	37.0	0.005643685173886516
550	GO:0009295	80392.0	180.0	0.0022390287590805056
551	GO:0009316	831.0	1.0	0.0012033694344163659
552	GO:0009317	1961.0	8.0	0.00407955124936257
553	GO:0009318	3833.0	0.0	0.0
554	GO:0009319	7.0	4.0	0.5714285714285714
555	GO:0009320	1961.0	0.0	0.0
556	GO:0009321	386.0	2.0	0.0051813471502590676
557	GO:0009322	438.0	0.0	0.0
558	GO:0009323	349.0	0.0	0.0
559	GO:0009324	38.0	0.0	0.0
